description,carb,fat,energy,protein,country,amount_type,queries
"['BUTTER', 'CARROTS', 'CELERY', 'CHICKEN WITHOUT SKIN', 'LEMONS', 'MINERAL WATER DEVIN', 'OIL SUNFLOWERSEED', 'ONIONS', 'RICE', 'SPICE - HORSE-RADISH (ARMORACIA RUSTICANA GAERTN.)', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'TOMATOES']","[0, 0.3, 0.5, 0.3, 0.2, 0, 0, 0.5, 5.3, 0.5, 0.2, 0, 0.6]","[1.6, 0, 0, 1.4, 0, 0, 4.3, 0, 0, 0, 0, 0, 0]","[15, 2, 2, 45, 1, 0, 39, 3, 23, 3, 1, 0, 3]","[0, 0, 0.1, 7.8, 0, 0, 0, 0.1, 0.5, 0.2, 0.1, 0, 0.2]",BGR,metric,"For lunch, I will have 2.0g of butter, 4.3g of carrots, 4.8g of celery, 36.0g of chicken without the skin, 2.7g of lemons, 20.0g of devin mineral water, 4.7g of sunflowerseed oil, 5.6g of onions, 6.7g of rice, 4.3g of horse-radish, 2.3g of parsley, 1.0g of table salt, and 15.7g of tomatoes."
"['Common banana', 'Corn chips']","[3.3, 11.3]","[0.0, 5.4]","[13, 100]","[0.2, 1.5]",MEX,metric,"For a snack, I'm having a 14.6g common banana and 20g of corn chips."
"['Borlotti or other common beans (dry), PROCESS = Boiling, QUALITATIVE-INFO = Black', 'Drinking water, PROCESS = Boiling', 'Epazote, PROCESS = Boiling', 'Garlic, PROCESS = Boiling', 'Maize oil, edible, PROCESS = Frying', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Onions, PROCESS = Frying, QUALITATIVE-INFO = White', 'Potatoes, PROCESS = Frying', 'Safflower seed oil, edible, PROCESS = Frying', 'Salt', 'Salt, PROCESS = Boiling', 'Tortilla, PROCESS = Boiling, INGREDIENT = Maize grain, QUALITATIVE-INFO = White']","[4.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.2, 13.8, 0.0, 0.0, 0.0, 46.2]","[0.1, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.1, 3.5, 0.0, 0.0, 3.4]","[22, 0, 0, 0, 9, 1, 1, 61, 31, 0, 0, 233]","[1.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 4.2]",MEX,metric,"For lunch, I'm having 6.4g of boiled Borlotti beans with 19.3g of boiled water, and added some epazote (0.1g) and garlic (0.2g). I also have some fried onions (1.7g) and a bit of boiled onion (1.3g) for extra flavor. There’s some boiled tortilla (100.0g) made from white maize grain, and I’ve included 69.6g of fried potatoes, all cooked in a splash of maize oil (1.0g) and safflower seed oil (3.5g). A sprinkle of salt (2.4g) and a touch of salt (0.2g) rounds everything off nicely."
"['Chayote fruits, PROCESS = Boiling, PART-CONSUMED-ANALYSED = With peel', 'Chicken fresh meat, PROCESS = Boiling', 'Coriander leaves, PROCESS = Boiling', 'Courgettes, PROCESS = Boiling', 'Drinking water', 'Garlic, PROCESS = Boiling', 'Meat soup, clear, PROCESS = Boiling, INGREDIENT = Chicken fresh meat', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Pasta, plain (not stuffed), uncooked, PROCESS = Boiling, QUALITATIVE-INFO = Not fortified', 'Plum tomato, PROCESS = Boiling', 'Potatoes, PROCESS = Boiling', 'Salt', 'Salt, PROCESS = Boiling', 'Spearmint, PROCESS = Boiling', 'Tortilla, INGREDIENT = Maize grain', 'Vegetable fats and oils, edible, PROCESS = Boiling']","[14.1, 0.0, 3.6, 4.3, 0.0, 0.9, 0.2, 0.2, 4.9, 0.2, 23.1, 0.0, 0.0, 4.5, 21.3, 0.0]","[0.7, 51.3, 0.5, 0.4, 0.0, 0.0, 0.3, 0.0, 0.1, 0.0, 0.1, 0.0, 0.0, 0.4, 1.3, 1.0]","[72, 714, 23, 23, 0, 4, 8, 1, 24, 1, 101, 0, 0, 23, 105, 9]","[2.1, 60.1, 2.0, 1.6, 0.0, 0.2, 1.0, 0.0, 0.8, 0.0, 1.9, 0.0, 0.0, 1.7, 2.1, 0.0]",MEX,metric,"For lunch, I had 223.6g of boiled chayote, 340g of boiled chicken, and 99g of boiled coriander leaves. I also included 137.1g of boiled courgettes, 500g of drinking water, and 2.7g of boiled garlic. Additionally, I enjoyed 49.6g of clear meat soup made from boiled chicken, 1.6g of boiled white onions, 6.5g of plain uncooked pasta, 5.4g of boiled plum tomato, 116.5g of boiled potatoes, and seasoned my meal with 2.0g of salt and a pinch of 0.2g of salt. To freshen things up, I added 53.3g of boiled spearmint and had a tasty side of 46.0g of tortilla made from maize grain, drizzled with 1.0g of edible vegetable fats and oils."
"['Boiled eggs, SOURCE-COMMODITIES = Hen eggs', 'Chili peppers, PROCESS = Boiling', 'Crackers and breadsticks, INGREDIENT = Salt', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Plum tomato, PROCESS = Boiling', 'Salt, PROCESS = Boiling', 'Sausages, PROCESS = Boiling, INGREDIENT = Pig fresh meat', 'Vegetable fats and oils, edible, PROCESS = Boiling']","[0.7, 0.3, 38.2, 2.0, 0.7, 0.0, 0.1, 0.0]","[8.8, 0.0, 5.3, 0.0, 0.0, 0.0, 10.0, 3.6]","[133, 2, 220, 8, 3, 0, 114, 32]","[11.7, 0.1, 4.7, 0.2, 0.1, 0.0, 5.4, 0.0]",MEX,metric,"For dinner, I had 92.9g of boiled eggs, 4.2g of boiled chili peppers, 50g of crackers and breadsticks with salt, 21.1g of boiled white onions, 17.5g of boiled plum tomato, 0.7g of boiling salt, 42.3g of boiled sausages made from fresh pig meat, and 3.6g of vegetable fats and oils."
"['Cola-type drinks', 'Coriander leaves, PROCESS = Frying', 'Cow, ox or bull fresh meat, QUALITATIVE-INFO = High fat, PART-CONSUMED-ANALYSED = W/o bone', 'Onions, PROCESS = Frying, QUALITATIVE-INFO = White', 'Peppers, dried, SOURCE-COMMODITIES = Capsicum annuum hot cultivars, PROCESS = Frying', 'Potatoes, PROCESS = Frying', 'Salt', 'Salt, PROCESS = Frying', 'Stems/stalks eaten as vegetables, SOURCE = Prickly pear (as plant), PROCESS = Frying, QUALITATIVE-INFO = Without added salt, GENERIC-TERM = Other', 'Tortilla, INGREDIENT = Maize grain', 'Vegetable fats and oils, edible, PROCESS = Frying']","[34.2, 0.1, 0.0, 0.4, 0.1, 7.9, 0.0, 0.0, 0.6, 108.4, 0.0]","[0.0, 0.0, 18.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.7, 2.4]","[137, 0, 216, 2, 0, 35, 0, 0, 3, 653, 22]","[0.0, 0.0, 11.8, 0.0, 0.0, 0.7, 0.0, 0.0, 0.2, 17.6, 0.0]",MEX,metric,"For lunch, I am having 309g of a Cola-type drink, 1.5g of fried coriander leaves, 73.8g of high fat fresh beef without the bone, 4.3g of fried white onions, 0,1g ofdried capsicum anuum peppers, 39.8g of fried potatoes, 0.2g of salt, 0.2g of fried salt, 18.1g of fried prickly pear stems and stalks, 220g of maize grain tortillas, and 2.4g of vegetable fats and oils. "
"['Carrots, PROCESS = Boiling', 'Drinking water', 'Drinking water, PROCESS = Boiling', 'French beans (with pods), PROCESS = Boiling', 'Garden peas (without pods), PROCESS = Boiling', 'Plum tomato, PROCESS = Boiling', 'Potatoes, PROCESS = Boiling', 'Powdered drink bases, SWEETENING-AGENT = Sucrose (common sugar)', 'Rape seed oil, edible, PROCESS = Boiling', 'Salt, PROCESS = Boiling', 'Soups (dry mixture uncooked), PROCESS = Boiling', 'Sweet corn, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Tortilla, INGREDIENT = Maize grain']","[0.2, 0.0, 0.0, 0.3, 0.2, 0.3, 2.1, 2.1, 0.0, 0.0, 0.0, 0.5, 16.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.1, 0.0, 1.0]","[1, 0, 0, 1, 1, 1, 9, 8, 11, 0, 1, 2, 79]","[0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.2, 0.0, 0.0, 0.0, 0.0, 0.1, 1.6]",MEX,metric,"For lunch, I am having 2.1g of boiled carrots, 166g of drinking water, 76g of boiled drinking water, 4.3g of boiled french beans with pods, 1.4g of boiled garden peas without pods, 7.4g of boiled plum tomato, 10.5g of boiled potatoes, 2.1g of sucrose sweetened powdered drink base, 1.2g of boiled rape seed oil, 0.3g fo salt, 0.2g of uncooked dry soup mix, 2.7g of boiled white sweet corn, and 34.6g of maize grain tortillas."
"['Bovine fresh meat, PROCESS = Cooking and similar thermal preparation processes', 'Chips/crisps, INGREDIENT = Wheat flour', 'Drinking water', 'Powdered drink bases, QUALITATIVE-INFO = Without added sugar', 'Salsa, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Tortilla, INGREDIENT = Maize grain, QUALITATIVE-INFO = White', 'White sugar']","[0.0, 5.0, 0.0, 7.0, 0.2, 150.0, 12.8]","[37.0, 3.1, 0.0, 0.0, 0.0, 11.0, 0.0]","[647, 51, 0, 17, 1, 757, 50]","[74.5, 0.7, 0.0, 0.0, 0.1, 14.3, 0.0]",MEX,metric,"For a snack, I have 275.3g of cooked fresh beef, 9g of wheat flour chips, and 228.8g of drinking water. I also mixed in 8g of powdered drink base without added sugar, 10.2g of prepared salsa, 324.7g of white maize tortillas, and 12.8g of white sugar."
"['Boiled eggs, SOURCE-COMMODITIES = Hen eggs', 'Garlic, PROCESS = Boiling', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Plum tomato, PROCESS = Boiling', 'Rice grain, polished, PROCESS = Boiling', 'Salt', 'Sunflower seed oil, edible, PROCESS = Boiling', 'Tortilla, INGREDIENT = Maize grain']","[0.4, 0.3, 0.9, 5.9, 133.2, 0.0, 0.0, 16.1]","[5.2, 0.0, 0.0, 0.3, 1.1, 0.0, 10.2, 1.0]","[79, 1, 4, 27, 608, 0, 90, 79]","[6.9, 0.1, 0.1, 1.3, 11.3, 0.0, 0.0, 1.6]",MEX,metric,"For dinner, I prepared 54.9g of boiled eggs, 151.7g of boiled plum tomatoes, and 166.7g of rice. I also added 9.6g of boiled onions and 0.9g of garlic, seasoned with 1.4g of salt and 10.2g of sunflower seed oil, served in a 34.6g tortilla."
"['Fried eggs, SOURCE-COMMODITIES = Hen eggs', 'Fruit / vegetable juices and nectars, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Salt', 'Sausages, PROCESS = Frying, INGREDIENT = Turkey fresh meat', 'Sunflower seed oil, edible, PROCESS = Frying']","[0.3, 24.8, 0.0, 6.4, 0.0]","[4.3, 0.0, 0.0, 6.1, 2.3]","[64, 84, 0, 103, 20]","[5.6, 0.1, 0.0, 5.6, 0.0]",MEX,metric,I enjoyed 44.9 grams of fried eggs with a glass of 212 grams of fruit juice for breakfast. I seasoned it with half a gram of salt and included 64.5 grams of fried turkey sausages cooked in 2.3 grams of sunflower oil.
"['Chili peppers, PROCESS = Boiling', 'Drinking water', 'Fried eggs, SOURCE-COMMODITIES = Hen eggs', 'Instant coffee powder', 'Maize oil, edible, PROCESS = Frying', 'Milk, FORTIFICATION-AGENT = Vitamin A     (retinol, carotenoids), FORTIFICATION-AGENT = Vitamin B2   (riboflavin), FORTIFICATION-AGENT = Vitamin B12 (cyanocobalamin, hydroxocobalamin, methylcobalamin), FORTIFICATION-AGENT = Vitamin C     (ascorbic acid), FORTIFICATION-AGENT = Vitamin D (cholecalciferol, ergocalciferol), FORTIFICATION-AGENT = Iron, FORTIFICATION-AGENT = Vitamin B9   (folic acid, folinic acid), FORTIFICATION-AGENT = Zinc', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Plum tomato, PROCESS = Boiling', 'Salt', 'Tortilla, INGREDIENT = Maize grain, QUALITATIVE-INFO = White', 'White sugar']","[0.0, 0.0, 0.8, 0.8, 0.0, 11.9, 0.9, 2.1, 0.0, 110.9, 18.6]","[0.0, 0.0, 10.4, 0.0, 3.7, 7.6, 0.0, 0.1, 0.0, 8.2, 0.0]","[0, 0, 157, 4, 33, 148, 4, 10, 0, 559, 72]","[0.0, 0.0, 13.8, 0.1, 0.0, 8.0, 0.1, 0.4, 0.0, 10.6, 0.0]",MEX,metric,"For breakfast, I had 1.0g of boiled chili peppers, 600.0g of drinking water, and 109.8g of fried eggs made from hen eggs. I also had 1.0g of instant coffee powder, 3.7g of maize oil for frying, 254.8g of milk, 9.6g of boiled white onions, 53.8g of boiled plum tomato, 0.9g of salt, 240.0g of tortilla made from white maize grain, and 18.6g of white sugar."
"['Cabbage\t raw\t corrected for stir frying', 'Maize\t flour\t dry\t corrected for boiling', 'Royco', 'Salt\t iodized']","[4.3, 97.6, 0.0, 0.0]","[0.1, 4.6, 0.0, 0.0]","[19, 459, 0, 0]","[1.0, 10.3, 0.0, 0.0]",KEN,metric,"I’m making a dinner with 74.7g of raw cabbage stir-fried, 126.9g of dry maize flour boiled, and I mixed in 0.9g of Royco and 0.3g of iodized salt."
"['Avocado\t ripe\t raw', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Potato\t Irish (English)\t white variety\t peeled\t raw corrected for steaming', 'Rice\t white\t milled\t polished grain\t dry\t raw corrected for stewing', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil']","[0.0, 1.2, 41.1, 39.3, 0.0, 1.8, 0.0]","[44.7, 0.0, 0.4, 0.4, 0.0, 0.1, 11.7]","[422, 7, 189, 178, 0, 12, 100]","[3.6, 0.2, 4.4, 3.9, 0.0, 0.5, 0.0]",KEN,metric,"For lunch, I have 228 grams of ripe raw avocado, 15.8 grams of fresh red onion, and 177 grams of peeled raw Irish potato. I'm also including 150 grams of raw white rice, 1.4 grams of iodized salt, 53.6 grams of ripe raw tomato, and 11.7 grams of vegetable oil."
"['Kale\t raw\t  corrected for cooking', 'Maize\t flour\t dry\t corrected for boiling', 'Onion\t raw\t corrected for cooking', 'Royco', 'Vegetable oil']","[2.3, 104.6, 1.0, 0.0, 0.0]","[0.2, 4.9, 0.0, 0.0, 9.3]","[13, 492, 4, 0, 80]","[1.1, 11.0, 0.1, 0.0, 0.0]",KEN,metric,"For my dinner, I'm having 25.8g of raw kale, 136g of maize flour, 11g of raw onion, 2.9g of Royco seasoning, and 9.3g of vegetable oil."
"['Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Rice\t white\t milled\t polished grain\t dry\t raw corrected for boiling', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing']","[0.2, 10.8, 0.0, 0.4]","[0.0, 0.1, 0.0, 0.0]","[1, 49, 0, 2]","[0.0, 1.1, 0.0, 0.1]",KEN,metric,"For lunch, I prepared 2.9g of fresh red-skinned onion, 41.1g of raw white rice, 1.2g of iodized salt, and 11g of ripe raw tomato."
"['Amaranth\t leaves (terere/mchicha/dodo/tsimboga)\t picked\t raw\t corrected for boiling', 'Cowpea\t leaves (kunde) picked\t raw corrected for boiling', 'Jute mallow (mrenda)picked leaves\t raw corrected for boiling', 'Vegetable oil', 'Whole Maize Flour Ugali']","[0.4, 0.2, 0.3, 0.0, 62.2]","[0.1, 0.1, 0.0, 20.2, 4.6]","[12, 9, 6, 174, 337]","[1.3, 1.1, 0.6, 0.0, 7.9]",KEN,metric,"I prepared a lunch with 34.4g of amaranth leaves, 30.9g of cowpea leaves, and 12.3g of jute mallow leaves, along with 20.2g of vegetable oil and 460g of ugali made from whole maize flour."
"['Goat meat\t corrected for cooking', 'Sugar']","[0.0, 41.6]","[22.1, 0.0]","[330, 161]","[30.5, 0.0]",KEN,metric,"For breakfast, I've got 122.5 grams of cooked goat meat and 41.6 grams of sugar."
"['Beans\t kidney\t mature seeds\t raw\t corrected for boiling\t water used', 'Salt\t iodized', 'Sugar', 'Vegetable oil']","[17.3, 0.0, 37.3, 0.0]","[0.2, 0.0, 0.0, 7.7]","[96, 0, 144, 66]","[6.8, 0.0, 0.0, 0.0]",KEN,metric,"For my lunch, I cooked 28.9g of kidney beans and added 0.6g of salt, along with 37.3g of sugar and 7.7g of vegetable oil."
"['Kale (sukuma wiki) raw\t corrected for stewing', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Whole Maize Flour Ugali']","[0.5, 0.2, 0.0, 0.4, 121.2]","[0.1, 0.0, 0.0, 0.0, 8.9]","[13, 1, 0, 2, 656]","[1.3, 0.0, 0.0, 0.1, 15.4]",KEN,metric,"I'm having 44.8 grams of sukuma wiki, 2.9 grams of peeled red onion, a sprinkle of iodized salt at 0.4 grams, 11.2 grams of ripe tomato, and 896 grams of Ugali for dinner."
"['Fried Egg (Mayai ya Kukaangwa)', 'Milk\t cow\t whole\t fresh\t raw corrected for boiling', 'Salt\t Iodized', 'Sugar', 'Tea leaves', 'Vegetable oil']","[1.4, 0.9, 0.0, 4.8, 0.0, 0.0]","[9.8, 0.5, 0.0, 0.0, 0.0, 9.7]","[122, 10, 0, 18, 0, 84]","[7.2, 0.5, 0.0, 0.0, 0.0, 0.0]",KEN,metric,"I enjoyed a 54.7g fried egg this morning, along with 14g of whole milk. I sprinkled on 1.3g of salt and 4.8g of sugar. I made some tea with 0.3g of leaves and cooked with 9.7g of vegetable oil."
"['Beans\t kidney\t dry\t raw\t corrected for boiling', 'Milk\t cow\t whole\t fresh\t raw corrected for boiling', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Rice\t white\t milled\t polished grain\t dry\t raw corrected for boiling', 'Salt\t Iodized', 'Shortening\t commercial\t vegetable fat', 'Sugar', 'Tea leaves', 'Tomato\t red\t ripe\t raw\t corrected for stewing']","[7.8, 1.0, 0.3, 7.8, 0.0, 0.0, 5.9, 0.0, 0.4]","[0.4, 0.6, 0.0, 0.1, 0.0, 7.6, 0.0, 0.0, 0.0]","[58, 12, 2, 35, 0, 69, 23, 0, 3]","[4.0, 0.6, 0.1, 0.8, 0.0, 0.0, 0.0, 0.0, 0.1]",KEN,metric,"For my dinner, I’m having 50g of raw kidney beans, 16.9g of whole milk, and 3.9g of red onion. There's also 29.6g of white rice, with 1.4g of iodized salt and 7.6g of vegetable shortening. I included 5.9g of sugar, 0.2g of tea leaves, and 13.4g of ripe tomato."
"['Chicory coffee ingredient', 'Dried fish, SOURCE-COMMODITIES = Marine fish, PROCESS = Boiling', ""Dried vegetables, SOURCE-COMMODITIES = Jew's mallow leaves, PROCESS = Boiling"", 'Dried vegetables, SOURCE-COMMODITIES = Okra, PROCESS = Boiling', 'Lentils (dry), PROCESS = Boiling, PRODUCTION-METHOD = Wild or gathered or hunted', 'Millet flour, PROCESS = Drying (dehydration), PROCESS = Boiling, PART-CONSUMED-ANALYSED = With husks', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Stock cubes or granulate (bouillon base)']","[0.1, 0.0, 1.3, 0.4, 12.4, 38.2, 0.0, 0.0, 0.3]","[0.1, 0.1, 0.1, 0.1, 0.3, 2.2, 0.0, 0.0, 0.1]","[2, 8, 8, 8, 72, 198, 0, 0, 3]","[13.9, 1.7, 0.8, 0.7, 5.5, 5.8, 0.0, 0.0, 0.3]",BFA,metric,"For a snack, I had 1g of chicory coffee ingredient, 2g of dried fish that was boiled, 2g of dried vegetables made from Jew's mallow leaves, 5g of dried vegetables from okra, 23g of lentils that were boiled, 53g of millet flour, 4g of salt, and 9g of potassium in liquid form. I also added 2g of stock cubes for flavor."
"['Amaranth leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Chili peppers, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Green, PHYSICAL-STATE = Whole/unsplit form, including artificial forms', 'Peanuts, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = With husks', 'Salt,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = Red, PART-CONSUMED-ANALYSED = W/o husks', 'Stink beans (dry),  PROCESS=Fermentation,  PROCESS=Boiling', 'Stock cubes or granulate (bouillon base)']","[0.9, 0.8, 1.9, 0.0, 78.3, 0.0, 0.2]","[0.1, 0.1, 5.9, 0.0, 3.5, 0.6, 0.0]","[5, 5, 68, 0, 356, 8, 2]","[0.6, 0.2, 3.1, 0.0, 11.9, 0.6, 0.2]",BFA,metric,"For a snack, I had 23 grams of boiled fresh amaranth leaves, 10 grams of boiled green chili peppers, and 17 grams of raw peanuts with their husks. I also added a pinch of salt, weighing about 1 gram, to enhance the flavor. To round it out, I included 105 grams of red sorghum flour, which I boiled after drying it, and stirred in 2 grams of stink beans, which were fermented and boiled as well. Finally, I sprinkled in about 1 gram of stock cubes for extra taste."
"['Peanuts, PROCESS = Broiling/grilling, PART-CONSUMED-ANALYSED = W/o husks', 'Sesame seeds, PROCESS = Drying (dehydration), PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = With husks']","[12.5, 8.2]","[28.8, 22.3]","[339, 263]","[13.7, 8.2]",BFA,metric,"For breakfast, I'm having 58 grams of broiled peanuts without their husks and 46 grams of raw sesame seeds with husks."
"['Dried fish,  STATE=Fine powder,  PROCESS=Boiling', 'Onions, PROCESS=Boiling', 'Peanut butter,  PROCESS=Boiling', 'Rice grain,  PROCESS=Boiling', 'Seasoning mixes, INGREDIENT = Paprika powder, INGREDIENT = Salt', 'Stock cubes or granulate (bouillon base)']","[0.0, 2.5, 3.1, 288.0, 0.0, 0.2]","[0.8, 0.0, 8.1, 2.0, 0.0, 0.0]","[15, 11, 94, 1309, 0, 2]","[1.7, 0.3, 4.0, 24.2, 0.0, 0.2]",BFA,metric,"My snack consisted of 4g of dried fish fine powder, 27g of onions boiled, 16g of peanut butter boiled, and 1007g of rice boiled, with 5g of seasoning mix and 1g of bouillon cube."
"['Insects, PROCESS = Cooking and similar thermal preparation processes', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = W/o husks']","[2.2, 188.0]","[16.9, 8.3]","[214, 854]","[13.8, 28.5]",BFA,metric,"For a snack, I had 36 grams of cooked insects and 252 grams of boiled sorghum flour."
"['Peanuts, PROCESS = Broiling/grilling, PART-CONSUMED-ANALYSED = W/o husks']",[4.5],[10.4],[123],[5.0],BFA,metric,"For lunch, I’ve got 21 grams of peanuts that were grilled."
"['Baobab leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Dried fish, SOURCE-COMMODITIES = Freshwater fish, PROCESS = Boiling', 'Peanuts, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o husks', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Salt, iodised,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Stink beans (dry),  PROCESS=Fermentation,  PROCESS=Boiling', 'Stock cubes or granulate (bouillon base)']","[2.2, 0.0, 9.2, 0.0, 0.0, 78.3, 0.0, 0.2]","[0.1, 0.2, 20.7, 0.0, 0.0, 3.5, 0.6, 0.0]","[12, 21, 263, 0, 0, 356, 8, 2]","[0.6, 4.4, 10.6, 0.0, 0.0, 11.9, 0.6, 0.2]",BFA,metric,"For a snack, I had 17g of boiled baobab leaves, 5g of boiled dried freshwater fish, 46g of raw peanuts without husks, 3g of liquid salt, 1g of iodised salt, 105g of boiled white sorghum flour with husks, 2g of fermented stink beans that were boiled, and 1g of stock cubes."
"['Mangoes, QUALITATIVE-INFO = Fresh']",[15.2],[0.2],[66],[0.6],BFA,metric,Snacking on a fresh mango that weighs 101 grams.
"['Semolina, SOURCE-COMMODITIES = Common millet and similar-, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = With husks', 'Shea nuts', 'Sucrose (common sugar)']","[109.7, 0.0, 12.0]","[8.3, 0.7, 0.0]","[581, 48, 49]","[16.1, 1.9, 0.0]",BFA,metric,"I’m eating 169g of semolina made from common millet, along with 54g of shea nuts and a little bit of sugar, about 12g, for lunch."
"['Dried fish, SOURCE-COMMODITIES = Marine fish, PROCESS = Boiling', 'Dried vegetables, SOURCE = Kapok (as plant), SOURCE-COMMODITIES = Flowers used as vegetables, PROCESS = Boiling', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Sheep (adult) fresh meat,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Fermentation, PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = W/o husks', 'Stink beans (dry),  PROCESS=Fermentation,  PROCESS=Boiling', 'Stock cubes or granulate (bouillon base)', 'Vegetable fats and oils, edible']","[0.0, 3.9, 0.2, 0.0, 0.0, 0.0, 39.5, 0.0, 0.4, 0.0]","[0.4, 0.1, 0.0, 0.0, 0.0, 2.5, 1.7, 1.6, 0.0, 2.0]","[25, 18, 1, 0, 0, 119, 180, 20, 4, 18]","[5.2, 0.3, 0.1, 0.0, 0.0, 22.5, 6.0, 1.5, 0.4, 0.0]",BFA,metric,"For lunch, I'm having 6g of dried fish, 6g of dried vegetables, and 3g of fresh boiled onions. I also added 3g of salt and 2g of liquid potassium salt. Additionally, I'm enjoying 47g of fresh boiled sheep meat, 53g of white sorghum flour that I've fermented and boiled, 5g of stink beans that I've fermented and boiled, and 2g of stock cubes for extra flavor, along with 2g of edible vegetable fats and oils."
