description,carb,fat,energy,protein,country,serving_type,queries
"['BISCUITS VITOSHA', 'BUTTER', 'CHEESE FROM COW BRINY', 'MILK 2% FAT', 'POTATOES AUTUMN', 'SUGAR', 'TAP WATER', 'YOGURT 3.6% FAT']",39.00000000000001,9.5,283.0,10.0,BGR,metric,"For breakfast, I'm enjoying 25g of Vitosha biscuits, 2.5g of butter, and 9.5g of cow briny cheese. I also have 25g of 2% milk, 47.5g of potatoes, 3g of sugar, 50g of tap water, and 120g of yogurt."
"['APPLE', 'COMPOTE OF RASPBERRIES']",46.2,0.7,199.0,1.9000000000000001,BGR,metric,I’m enjoying a snack of 112 grams of apple and 200 grams of compote made from raspberries.
"['CANNED TOMATOES PEELED', 'FLOUR WHEAT TYPE 500', 'MARROWS', 'MELONS SUMMER', 'MINERAL WATER BELOVO', 'OIL SUNFLOWERSEED', 'SPICE - FENNEL (ANETHUM GRAVEOLENS L.)', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'TOMATOES', 'YOGURT 3.6% FAT']",15.8,6.8999999999999995,140.0,3.9,BGR,metric,"For dinner, I’m having 33g of canned peeled tomatoes, 0.6g of flour, 175.5g of marrows, and 72g of summer melons. I also have 180g of Belovo mineral water, 5g of sunflower seed oil, and spices like 0.7g of fennel and 0.7g of parsley. I added a pinch of 0.2g of table salt and 30.4g of fresh tomatoes, along with 50g of yogurt with 3.6% fat."
"['BISCUITS VITOSHA', 'MILK 3% FAT']",41.0,7.3,272.0,10.3,BGR,metric,"For breakfast, I had 40 grams of Vitosha biscuits with 200 grams of 3% fat milk."
"['APPLE', 'APRICOTS', 'CUCUMBERS', 'TAP WATER']",23.1,0.8,103.0,1.3,BGR,metric,"I’ve got 91g of apple, 70.4g of apricots, and 80g of cucumbers for dinner, plus a glass of 100g tap water."
"['COCOA POWDER', 'MILK 2% FAT', 'PATTY WITH CURD', 'SUGAR']",64.5,24.3,535.0,14.6,BGR,metric,"I'm having a breakfast with 6g of cocoa powder, 100g of 2% milk, a 120g patty filled with curd, and 5g of sugar."
"['BREAD ZEMELI', 'CUCUMBERS', 'FISH TROUT', 'LEMONS', 'OIL SUNFLOWERSEED', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'TAP WATER', 'TOMATOES', 'VINEGAR']",32.7,10.1,309.0,21.900000000000002,BGR,metric,"I'm having dinner that includes 50g of bread, 46.4g of cucumbers, and 72.7g of trout fish. I added 12g of lemon, 5.3g of sunflower oil, and seasoned it with 1.4g of parsley and 1.2g of salt. I also have 250g of tap water, 47g of tomatoes, and a touch of 3.3g of vinegar."
"['APPLE JUICE', 'DRY PEPPERS RED', 'FLOUR WHEAT TYPE 500', 'OIL SUNFLOWERSEED', 'ONIONS, SPRING', 'PEPPERS GREEN', 'POTATOES AUTUMN', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'TOMATOES', 'WHEAT BREAD WHITE STARA ZAGORA']",27.7,6.399999999999999,180.0,3.0,BGR,metric,"For lunch, I'm having 60g of apple juice, 70g of autumn potatoes, 10g of wheat bread, a sprinkle of 0.3g of dry red peppers, a touch of 0.7g of flour, some 6.7g of sunflower oil, 8.4g of diced spring onions, 5.0g of chopped green peppers, a pinch of 1.2g of parsley, a dash of 0.5g of table salt, and 9.4g of fresh tomatoes."
"['DRY PASTRY', 'MARGARINE KALIAKRA', 'NECTAR OF APRICOTS', 'WHITE BREAD OF WHEAT BULGARIA']",44.3,10.6,289.0,4.0,BGR,metric,"I snacked on 35 grams of dry pastry with 3 grams of margarine, plus a drink of 100 grams of apricot nectar and 30 grams of wheat bread."
"['APPLE JUICE', 'CARROT JUICE', 'VEGETABLE MUSAKA WITH PUMPKIN (CARROTS, POTATOES, PUMPKIN)']",35.699999999999996,0.30000000000000004,159.0,3.1,BGR,metric,"For lunch, I drank 35g of apple juice and 40g of carrot juice, plus I had 190g of vegetable musaka made with pumpkin, carrots, and potatoes."
"['APPLE', 'BANANAS', 'FORMULA MILK FOR INFANT MILUPA (DRY CONTENT)']",31.0,1.7000000000000002,147.0,2.1,BGR,metric,I enjoyed 84g of apple and 50g of banana along with 10g of Milupa infant formula for my snack.
"['BONBONS (CANDY) SOUR', 'BUTTER', 'CANNED TOMATOE PUREE (28-30% DRY MATTER)', 'CANNED TOMATOES WHOLE CONTENT', 'CHICKEN WITHOUT SKIN', 'DRY PEPPERS RED', 'FLOUR WHEAT TYPE 500', 'OIL SUNFLOWERSEED', 'ONIONS, SPRING', 'POTATOES AUTUMN', 'SPICE - BLACK PEPPER (PIPER NIGRUM L.) CORNS', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'WHEAT BREAD WHITE STARA ZAGORA']",94.60000000000002,10.499999999999998,519.0,11.599999999999998,BGR,metric,"For a snack, I had 60g of sour bonbons, along with 2.5g of butter, 1.0g of canned tomato puree, 14.0g of whole canned tomatoes, 30g of skinless chicken, 0.3g of dry red peppers, 1.0g of flour, 7.5g of sunflower oil, 12.6g of spring onions, 90g of autumn potatoes, 0.1g of black peppercorns, 1.8g of parsley, 0.8g of table salt, and 30g of white wheat bread from Stara Zagora."
"['APTAMIL1 MILK - DRY SUBSTANCE', 'PUREE FROM BANANAS AND PEARS', 'TAP WATER']",38.8,3.5,197.0,2.4,BGR,metric,"For a snack, I'm having 15g of Aptamil dry milk, 110g of banana and pear puree, and 90g of tap water."
"['PEACHES', 'TAP WATER']",6.2,0.1,26.0,0.3,BGR,metric,Just a simple snack of 54 grams of peaches and 200 grams of tap water.
"['BUTTER', 'INSTANT DRINK NESQUIK', 'SAUSAGE - VEAL', 'WHITE BREAD OF WHEAT BULGARIA']",114.3,8.899999999999999,562.0,6.1,BGR,metric,"For my snack, I'm enjoying 100g of Nesquik instant drink alongside 5g of butter, 20g of sausage made from veal, and 30g of white wheat bread from Bulgaria."
"['EARLY POTATOES BOILED WITHOUT SALT', 'EGG YOLK', 'MINCED MEAT (VEAL/ PORK 40 60%)']",16.1,33.7,433.0,16.299999999999997,BGR,metric,"I'm eating 90g of salt-free boiled early potatoes for lunch, with 20g of egg yolk and 80g of minced meat made from veal and pork."
"['DANONINO (YOGURT)', 'EGG YOLK', 'WHEAT BREAD WHITE STARA ZAGORA', 'WURST FROM CHICKEN']",24.5,14.3,273.0,11.399999999999999,BGR,metric,"I had a simple dinner with 100g of Danonino yogurt, 10g of egg yolk, 15g of white Stara Zagora bread, and 30g of chicken wurst."
"['BREAD OF RYE', 'FISH MACKEREL RAW', 'LEMONS', 'ONIONS, SPRING', 'POTATOES BOILED', 'TABLE SALT']",72.10000000000001,26.900000000000002,679.0,37.199999999999996,BGR,metric,"For my snack, I prepared 50g of rye bread and 159.9g of raw mackerel, along with 30g of lemon and 50g of spring onions. I also included 200g of boiled potatoes with 2.2g of table salt."
"['BUTTER', 'CARROTS', 'CHEESE FROM COW BRINY', 'FLOUR WHEAT WHOLEMEAL TYPE 1850', 'MILK 2% FAT', 'MINERAL WATER GORNA BANIA', 'POTATOES AUTUMN', 'SUGAR', 'YOGURT 2% FAT']",29.200000000000003,6.1,204.0,7.3,BGR,metric,"For dinner, I'm eating 2 grams of butter and 14 grams of carrots, with 2.5 grams of cow cheese on the side. I'm also including 2.5 grams of wholemeal flour and 61.2 grams of 2% milk, plus 200 grams of Gorna Bania mineral water. I have 14 grams of autumn potatoes, 13.3 grams of sugar, and 140 grams of yogurt."
"['Brown sugar', 'Drinking water', 'Pasta, plain (not stuffed), uncooked, PROCESS = Frying, QUALITATIVE-INFO = Not fortified', 'Plum tomato, PROCESS = Frying', 'Soya bean oil, refined, PROCESS = Frying', 'Tortilla, INGREDIENT = Maize grain', 'Watermelons']",160.6,9.5,757.0,12.6,MEX,metric,"For lunch, I mixed 75g of brown sugar with 300g of water. I cooked 33.3g of plain uncooked pasta and had 38.9g of fried plum tomatoes on the side. I also used 2.7g of refined soy bean oil, had a 75g maize tortilla, and sliced up 312g of watermelon."
"['Cola-type drinks', 'Isotonic and sport drinks', 'Peanuts, PROCESS = Battering, PROCESS = Frying, INGREDIENT = Salt']",80.69999999999999,8.4,420.0,4.8,MEX,metric,"For my snack, I'm enjoying 154.5g of cola drinks along with 772.5g of isotonic drinks and 30g of salted peanuts."
"['Brown sugar', 'Drinking water', 'Evaporated milk (liquid, unsweetened), QUALITATIVE-INFO = Full fat', 'Guavas', 'Limes', 'Melons', 'Oranges', 'Papayas', 'Pineapples', 'Popcorn (maize, popped)', 'Rice grain, polished']",50.2,3.9,240.0,2.7,MEX,metric,"For a snack, I had 32.9g of brown sugar, 384.3g of drinking water, and 7.1g of full-fat evaporated milk. I also enjoyed some guavas (10.0g), limes (10.7g), melons (15.7g), oranges (12.1g), papayas (12.1g), and pineapples (11.4g), along with 12.5g of popcorn and 3.6g of rice."
"['Garlic, PROCESS = Boiling', 'Herbs/spices sauces, PROCESS = Boiling, INGREDIENT = Chili peppers, INGREDIENT = Herbs, spices and similar, PHYSICAL-STATE = Paste', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Pig fresh meat, PROCESS = Boiling', 'Plum tomato, PROCESS = Boiling', 'Safflower seed oil, edible, PROCESS = Boiling', 'Salt', 'Tortilla, INGREDIENT = Maize grain, QUALITATIVE-INFO = White']",28.400000000000002,35.4,508.0,19.4,MEX,metric,"I’ve got a lunch with 0.3g of garlic, 15g of a chili and herb paste, 3.6g of boiled white onions, 102.5g of pig meat, 43.7g of plum tomatoes, 19.1g of safflower oil, 0.6g of salt, and a tortilla weighing 53.3g."
"['Cow milk, whole, PROCESS = Boiling', 'Drinking water, PROCESS = Boiling', 'Rice grain, polished, PROCESS = Boiling']",14.200000000000001,4.0,111.0,4.2,MEX,metric,"For a quick snack, I have boiled 103g of whole cow milk, 50g of drinking water, and 11.1g of polished rice."
"['Cola-type drinks', 'Fresh uncured cheese, SOURCE-COMMODITIES = Cow milk, GENERIC-TERM = Other', 'Tortilla, INGREDIENT = Common wheat grain']",101.30000000000001,51.1,1151.0,39.0,MEX,metric,"For lunch, I'm having 618 grams of cola, 200 grams of fresh uncured cow milk cheese, and a 56-gram tortilla."
"['Apples', 'Cola-type drinks', 'Corn chips', 'Drinking water, PROCESS = Boiling', 'Maize starch, PROCESS = Boiling, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Milk powder, full fat, PROCESS = Boiling', 'White sugar, PROCESS = Boiling']",25.800000000000004,6.7,175.0,2.7,MEX,metric,"I'm enjoying a snack with 19.6 grams of apples, 30.9g of cola-type drink, and 21g of corn chips. I also have 250g of boiling water, 5.8g of maize starch, 4g of milk powder, and 0.8g of sugar from boiling."
"['Cola-type drinks', 'Cucumbers', 'Limes', 'Salsa, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Shrimps, common, PROCESS = Cooking and similar thermal preparation processes', 'Tomato ketchup and related sauces', 'Tomato-containing cooked sauces, PREPARATION-PRODUCTION-PLACE = Food industry prepared']",47.7,3.0999999999999996,336.0,31.400000000000002,MEX,metric,"I had 169.7 grams of cola, 51.2 grams of cucumbers, and 16.5 grams of lime for lunch. There was also 39 grams of salsa, 125 grams of shrimp, 62.5 grams of tomato ketchup, and 61.3 grams of a cooked tomato sauce."
"['Boiled eggs, SOURCE-COMMODITIES = Hen eggs', 'Garlic, PROCESS = Boiling', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Plum tomato, PROCESS = Boiling', 'Rape seed oil, edible, PROCESS = Boiling', 'Rice grain, polished, PROCESS = Boiling', 'Soups (dry mixture uncooked), PROCESS = Boiling']",44.599999999999994,11.200000000000001,330.0,11.2,MEX,metric,"For lunch, I'm having 54.9g of boiled eggs, 6.3g of boiled garlic, and 3.8g of boiled white onions. I also have 35g of boiled plum tomatoes, 5g of boiled rape seed oil, and 50g of boiled polished rice, along with a 2.4g serving of dry soup mix."
"['Cola-type drinks', 'Drinking water, PROCESS = Boiling', 'Garlic, PROCESS = Boiling', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Pig fresh meat, PROCESS = Cooking and similar thermal preparation processes', 'Plum tomato, PROCESS = Boiling', 'Salt, PROCESS = Boiling', 'Tortilla, INGREDIENT = Maize grain']",51.400000000000006,4.6,294.0,11.100000000000001,MEX,metric,"For lunch, I'm having 254.6g of cola, 3.4g of boiled drinking water, 0.2g of boiled garlic, 6.4g of boiled onions, 31.9g of cooked pig fresh meat, 5.3g of boiled plum tomato, 0.1g of boiled salt, and 48.0g of maize grain tortilla."
"['Animal fats and oils (processed fat from animal tissue), PROCESS = Frying', 'Borlotti or other common beans (dry), PROCESS = Boiling, QUALITATIVE-INFO = Black', 'Chili peppers, PROCESS = Cooking and similar thermal preparation processes', 'Drinking water', 'Drinking water, PROCESS = Boiling', 'Epazote, PROCESS = Boiling', 'Garlic, PROCESS = Boiling', 'Garlic, PROCESS = Cooking and similar thermal preparation processes', 'Instant coffee powder, PROCESS = Boiling', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Onions, PROCESS = Frying, QUALITATIVE-INFO = White', 'Salt', 'Salt, PROCESS = Boiling', 'Tortilla, INGREDIENT = Maize grain, QUALITATIVE-INFO = White', 'Wheat bread and rolls, white (refined flour)', 'White sugar, PROCESS = Boiling']",72.1,11.8,460.0,17.099999999999998,MEX,metric,"For a snack, I had 10g of processed animal fat and 58.6g of boiled borlotti beans. I also included 23.8g of cooked chili peppers and drank 240g of boiled drinking water. Additionally, I had 0.6g of epazote, 1.4g of garlic, and 11.6g of onions in the mix. I also snacked on 11.5g of tortilla made from maize grain and 35.0g of white wheat bread. To top it off, I sprinkled in 4.7g of salt and enjoyed a bit of instant coffee with 0.7g of instant coffee powder. Lastly, I used a touch of 1.7g of white sugar for flavor.

Additionally, I had 10.0g of animal fats, 257.1g of boiled drinking water, 4.0g of garlic, 19.2g of onions cooked, and 2.2g of salt for extra flavor."
"['Borlotti or other common beans (dry), PROCESS = Boiling, QUALITATIVE-INFO = Black', 'Cow milk, whole', 'Drinking water, PROCESS = Boiling', 'Epazote, PROCESS = Boiling', 'Fried eggs, SOURCE-COMMODITIES = Hen eggs', 'Garlic, PROCESS = Boiling', 'Hard candies', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Safflower seed oil, edible, PROCESS = Frying', 'Salt', 'Salt, PROCESS = Boiling']",14.5,13.899999999999999,236.0,12.8,MEX,metric,"For a snack, I had 5g of boiled black beans, 5.0g of Borlotti beans, 154.6g of whole cow milk, 15g of boiled drinking water, 0.1g of boiled epazote, 54.9g of fried eggs, 0.1g of boiled garlic, 1.0g of boiled white onions, 4.0g of safflower seed oil (fried), 1.1g of salt, and 0.2g of boiled salt. I also enjoyed some hard candies, weighing in at 3.6g."
"['Chicken fresh meat, PART-NATURE = Leg (as part-nature), PROCESS = Roasting, INGREDIENT = Mixed herbs and spices', 'Drinking water', 'Soft drink, orange flavour', 'Tortilla, INGREDIENT = Maize grain, QUALITATIVE-INFO = White']",71.9,12.7,526.0,29.200000000000003,MEX,metric,"Lunch today includes 102.2g of roasted chicken leg with herbs, 240 grams of water, and a 240.5g orange soft drink, along with a 103.8g tortilla."
"['Beer, regular, ALCOHOL-CONTENT = 4.5 % alcohol v/v', 'Cola-type drinks', 'Rum, ALCOHOL-CONTENT = 40 % alcohol v/v']",55.3,0.0,489.0,2.4,MEX,metric,"For a snack, I had 515 grams of regular beer, 334.8 grams of cola, and 51.9 grams of rum."
"['Chicken fresh meat, PROCESS = Boiling', 'Chocolate and similar, PROCESS = Boiling, INGREDIENT = Sucrose (common sugar), PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Dried vine fruits (raisins etc.), PROCESS = Boiling', 'Drinking water', 'Drinking water, PROCESS = Boiling', 'Garlic, PROCESS = Boiling', 'Limes', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Peanuts, PROCESS = Boiling, PROCESS = Roasting, PART-CONSUMED-ANALYSED = W/o skin', 'Peppers, dried, SOURCE-COMMODITIES = Chili peppers, PROCESS = Baking', 'Peppers, dried, SOURCE-COMMODITIES = Chili peppers, PROCESS = Boiling', 'Peppers, dried, SOURCE-COMMODITIES = Chili peppers, PROCESS = Boiling, GENERIC-TERM = Other', 'Plum tomato, PROCESS = Boiling', 'Pumpkin seeds, PROCESS = Boiling', 'Salt, PROCESS = Boiling', 'Tortilla, PROCESS = Boiling, INGREDIENT = Maize grain', 'Walnuts, PROCESS = Boiling', 'Wheat bread and rolls, white (refined flour), PROCESS = Boiling', 'White sugar']",29.699999999999996,5.399999999999999,181.0,6.699999999999998,MEX,metric,"For lunch, I'm having 28g of boiled chicken, 1.9g of boiled chocolate, and 1.5g of boiled dried vine fruits like raisins. I also have 194g of boiled drinking water and 32.5g of boiled garlic. Additionally, I've got 28g of fresh boiled chicken, 1.9g of boiled chocolate (with some sugar), 1.5g of more boiled dried vine fruits, and 0.4g of boiled garlic. I've added 93.4g of boiled limes, 10.8g of boiled white onions, and a sprinkle of 0.7g of peanuts that I roasted. There are also a few pieces of dried peppers (0.2g, baked) and more dried peppers (0.7g, boiled), alongside another 1.4g of boiled dried peppers. I tossed in 12.9g of boiled plum tomato, a bit of 0.3g of boiled pumpkin seeds, and a pinch of 0.7g of boiled salt. To round it off, I have 1.5g of boiled tortilla made from maize grain, 0.2g of boiled walnuts, 1.5g of boiled white wheat bread, and a teaspoon of 12.6g of white sugar."
"['Borlotti or other common beans (dry), PROCESS = Boiling, QUALITATIVE-INFO = Black', 'Drinking water, PROCESS = Boiling', 'Epazote, PROCESS = Boiling', 'Garlic, PROCESS = Boiling', 'Maize oil, edible, PROCESS = Frying', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Onions, PROCESS = Frying, QUALITATIVE-INFO = White', 'Potatoes, PROCESS = Frying', 'Safflower seed oil, edible, PROCESS = Frying', 'Salt', 'Salt, PROCESS = Boiling', 'Tortilla, PROCESS = Boiling, INGREDIENT = Maize grain, QUALITATIVE-INFO = White']",64.4,8.1,358.0,6.8,MEX,metric,"For lunch, I'm having 6.4g of boiled Borlotti beans with 19.3g of boiled water, and added some epazote (0.1g) and garlic (0.2g). I also have some fried onions (1.7g) and a bit of boiled onion (1.3g) for extra flavor. There’s some boiled tortilla (100.0g) made from white maize grain, and I’ve included 69.6g of fried potatoes, all cooked in a splash of maize oil (1.0g) and safflower seed oil (3.5g). A sprinkle of salt (2.4g) and a touch of salt (0.2g) rounds everything off nicely."
"['Breadcrumbs, PROCESS = Boiling', 'Chicken fresh meat, PART-NATURE = Breast (as part-nature), PROCESS = Frying, PART-CONSUMED-ANALYSED = W/o skin, PART-CONSUMED-ANALYSED = W/o bone', 'Cola-type drinks', 'Drinking water', 'Drinking water, PROCESS = Boiling', 'Fried eggs, SOURCE-COMMODITIES = Hen eggs', 'Garlic, PROCESS = Boiling', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Plum tomato, PROCESS = Boiling', 'Rice grain, polished, PROCESS = Boiling', 'Safflower seed oil, edible, PROCESS = Frying', 'Salt, PROCESS = Boiling', 'Salt, PROCESS = Frying', 'Vegetable fats and oils, edible, PROCESS = Boiling']",64.80000000000001,7.200000000000001,376.0,11.600000000000001,MEX,metric,"For lunch, I had 15.6g of boiled breadcrumbs, 31.1g of fried chicken breast without skin or bone, 257.5g of cola-type drink, 240.0g of drinking water, 34.6g of drinking water, 6.8g of fried eggs, 0.4g of garlic, 34.5g of white onions, 13.2g of plum tomato, 27.4g of polished rice, 4.3g of safflower seed oil, 0.1g of salt in the boiled items, 0.5g of salt from frying, and 0.9g of vegetable fats and oils."
"['Borlotti or other common beans (dry), PROCESS = Boiling, QUALITATIVE-INFO = Black', 'Drinking water', 'Fried eggs, SOURCE-COMMODITIES = Hen eggs', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Onions, PROCESS = Frying, QUALITATIVE-INFO = White', 'Potatoes, PROCESS = Frying', 'Safflower seed oil, edible, PROCESS = Boiling', 'Safflower seed oil, edible, PROCESS = Frying', 'Salt', 'Tortilla, INGREDIENT = Maize grain, QUALITATIVE-INFO = White']",279.20000000000005,41.7,1825.0,90.19999999999999,MEX,metric,"For lunch, I had 333.3g of boiled borlotti beans, 240g of drinking water, and 82.4g of fried eggs made from hen eggs. I also included 19.2g of boiled onions, 57.7g of fried onions, and 125g of fried potatoes, all fried to perfection, with a bit of 2.7g of safflower oil. I seasoned it with 0.5g of salt and had a 103.8g tortilla made from white maize. Additionally, I used 22.8g of safflower oil while frying the potatoes to enhance the flavor."
